URL,Car Name,Car Year,Location,Price,Description,Mileage (KM),Engine Capacity (L),پیشرانه,Acceleration (s),Fuel Consumption (L/100km)
https://bama.ir/car/detail-bpsckrzj-lamari-eama-1403,Lamari Eama,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (4A95TD),9.5,
https://bama.ir/car/detail-1idsh346-dena-plus-turboautomatic-1403,Dena Plus Turboautomatic,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.7,4 سیلندر توربوشارژ EF7,10.0,7.8
https://bama.ir/car/detail-smlu8hrq-lamari-eama-1403,Lamari Eama,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (4A95TD),9.5,
https://bama.ir/car/detail-8obbgszn-fidelity-prime-7seater-1403,Fidelity Prime 7Seater,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (4T15C),11.9,8.1
https://bama.ir/car/detail-kuiq8r5v-saina-manuals-mtgas-1403,Saina Manuals Mtgas,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر M15,12.8,6.9
https://bama.ir/car/detail-1y9qltnn-dignity-prime-1403,Dignity Prime,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (SFG15T),13.0,7.3
https://bama.ir/car/detail-iqogesph-kmc-j7-1403,Kmc J7,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ TGDi,,
https://bama.ir/car/detail-k26pl98g-haima-8s-1403,Haima 8S,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.6,4 سیلندر توربوشارژ (GA16),7.8,7.0
https://bama.ir/car/detail-njb1p8aq-peugeot-207-tu3mt-1403,Peugeot 207 Tu3Mt,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.4,4 سیلندر TU3,11.6,6.3
https://bama.ir/car/detail-yusxbcoz-kmc-j7-1403,Kmc J7,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ TGDi,,
https://bama.ir/car/detail-frh7nael-dignity-prime-1403,Dignity Prime,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (SFG15T),13.0,7.3
https://bama.ir/car/detail-5jpsaf0s-peugeot-207-attu5p-1403,Peugeot 207 Attu5P,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.6,4 سیلندر TU5P,12.6,7.4
https://bama.ir/car/detail-creqnuf5-peugeot-207-automaticpanoramatu5p-1403,Peugeot 207 Automaticpanoramatu5P,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,,,,
https://bama.ir/car/detail-1bg46tfq-fidelity-prime-5seater-1403,Fidelity Prime 5Seater,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (4T15C),11.9,8.1
https://bama.ir/car/detail-yu21sv8a-haima-s7-1.8lturboplus-1403,,,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.8,4 سیلندر توربوشارژ,10.5,8.6
https://bama.ir/car/detail-nyioaurz-hongqi-h5-2.0literturbo-2024,,,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان (خودروی شما رو به بهترین قیمت خریداریم),0.0,2.0,4 سیلندر توربوشارژ (CA4GC20TD),7.8,6.6
https://bama.ir/car/detail-okr51xve-fownix-tiggo7pro-premium-1403,Fownix Tiggo7Pro Premium,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودرو پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل,0.0,1.5,4 سیلندر توربو شارژ,,8.4
https://bama.ir/car/detail-ala6e5m8-fownix-fx-premium-1403,Fownix Fx Premium,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.6,4 سیلندر توربوشارژ (4J16),8.0,7.0
https://bama.ir/car/detail-q8xwc2k1-mvm-x55pro-ie-1403,Mvm X55Pro Ie,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ بهینه شده,,
https://bama.ir/car/detail-fygbmcca-fownix-tiggo8promax-ie-1403,Fownix Tiggo8Promax Ie,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیراناتخودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمانارسال درب منزل،شرکت تهران و شهرستان,0.0,2.0,4 سیلندر توربوشارژ (4J20),8.1,7.9
https://bama.ir/car/detail-631jlnw9-toyota-corolla-1.2literturbo-2024,,,تهران / قیطریه,,فرود خودرو با بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودرو عضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد داری حداکثر بیمه و گارانتی ۷۰٪تخفیف بیمه بدنه تحویل به روز و تسویه همزمان ارسال درب منزل یا لوکیشن مورد نظر شما  تهران و شهرهای دیگر,0.0,1.2,4 سیلندر توربوشارژ (9NR-FTS),12.0,5.6
https://bama.ir/car/detail-3fodnwdv-sahand-smt-gasoline-1403,Sahand Smt Gasoline,2024,تهران / قیطریه,,فرود خودرو با بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودرو عضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودرو ها پلاک شده سند آزاد دارای حداکثر بیمه و گارانتی ۷۰٪تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل یا لوکیشن مورد نظر شما,0.0,1.5,4 سیلندر M15i,,7.0
https://bama.ir/car/detail-cf7kzh6e-kmc-t9-2literturbo-1403,Kmc T9 2Literturbo,2024,تهران / قیطریه,,فرود خودرو با بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودرو عضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند آزاد دارای حداکثر بیمه و گارانتی ۷۰٪ تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل یا لوکیشن مورد نظر شما,0.0,2.0,4 سیلندر توربوشارژ (HFC4DB2),,
https://bama.ir/car/detail-cida65fr-toyota-corollahybrid-1.8liter-2023,,,تهران / قیطریه,, با بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودرو عضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند آزاد دارای حداکثر بیمه و گارانتی ۷۰درصد تخفیف بینه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل یا لوکیشن مورد نظر شما,0.0,,,,
https://bama.ir/car/detail-trbhi5nj-kmc-x5-1.5literturbo-1403,,,تهران / قیطریه,,فرود خودرو با بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودرو عضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند آزاد دارای حداکثر بیمه و گارانتی ۷۰٪تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل یا لوکیشن مورد نظر شما,0.0,1.5,4 سیلندر توربوشارژ (4GC16D),,
https://bama.ir/car/detail-qctwldmn-mitsubishi-outlander-llinefwd-2023,Mitsubishi Outlander Llinefwd,2023,تهران / قیطریه,,فرود خودرو با بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودرو عضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند آزاد دارای حداکثر بیمه و گارانتی ۷۰درصد تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل یا لوکیشن مورد نظر شما,0.0,,,,
https://bama.ir/car/detail-oyhtljnr-nissan-qashqai-2wd-2024,Nissan Qashqai 2Wd,2024,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,2.0,4 سیلندر (MR20),10.5,6.7
https://bama.ir/car/detail-loucvdre-kia-k5-1.5literturbo-2024,,,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (G4FS),8.8,5.9
https://bama.ir/car/detail-vwmvja0c-foton-tunland-2.8l-1403,,,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,,,,
https://bama.ir/car/detail-2kfia741-bestune-t77-1.5liter-2023,,,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر توربوشارژ (4GB15TD),,7.1
https://bama.ir/car/detail-qstpve6o-honda-city-1.5liter-2023,,,تهران / قیطریه,,فـــــرود خودروبا بیش از ۲۵ سال سابقه فعال در عرصه خرید و فروش خودروعضو رسمی اتحادیه نمایشگاه داران تهران و شمیرانات خودروها پلاک شده سند ازاد دارای حداکثر بیمه و گارانتی 70% تخفیف بیمه بدنه تحویل به روز تحویل و تسویه همزمان ارسال درب منزل،شرکت تهران و شهرستان,0.0,1.5,4 سیلندر (L15),10.5,6.2
https://bama.ir/car/detail-mwykt7jp-kmc-t8-1403,Kmc T8,2024,تهران / جمهوری,1805000000.0,"فروش خودرو کریم پور 
مرکز خرید و فروش انواع خودروهای صفرکیلومتر
بیش از 25 سال سابقه درخشان عضو رسمی اتحادیه 
⚫ امکان معاوضه خودروهای صفر و کارکرده⚫
امکان رویت و کارشناسی خودرو قبل از پرداخت وجه ⚫
خودروها دارای گارانتی،بیمه شخص ثالث،70%تخفیف بیمه بدنه ⚫
جهت مشاوره و اطلاع از قیمت واقعی انواع خودروها با کارشناسان فروش ما درتماس باشید",0.0,2.0,4 سیلندر توربوشارژ یورو5,,
https://bama.ir/car/detail-b9ciohrg-mvm-x33cross-at-1402,Mvm X33Cross At,2023,تهران / آهنگ,,سند دست اول,6000.0,1.0,3 سیلندر توربوشارژ,,6.1
https://bama.ir/car/detail-yphqaotb-peugeot-207-automaticpanorama-1400,Peugeot 207 Automaticpanorama,2021,تهران / شهرک غرب,900000000.0,فول امکانات، بسیار تمیز، بدون خط و خش,,1.6,4 سیلندر TU5,12.6,7.1
https://bama.ir/car/detail-6vwwgdkt-mvm-x33cross-mt-1403,Mvm X33Cross Mt,2024,تهران / آزادی,1140000000.0,"آرمان خودرو
مرکز خرید و فروش انواع خودروهای صفرکیلومتر
با بیش از 30 سال سابقه درخشان عضورسمی اتحادیه
معاوضه آسان خودروهای صفر و کارکرده
تحویل فوری و به روز امکان کارشناسی خودرو قبل از تسویه
بدون هیچ گونه هزینه اضافه اعم از حق العمل،کمیسیون،کارمزد و ...
برای مشاوره واستعلام قیمت واقعی انواع خودرو های صفرکیلومتر با کارشناسان ما در تماس باشید",0.0,,,,
https://bama.ir/car/detail-vfzafk4r-peugeot-206ir-type5-1396,Peugeot 206Ir Type5,2017,تهران / سهروردی,490000000.0,"فنی کاملا سالم
همه جوره رسیدگی شده
لاستیک ۲۰۵ نو
شتاب عالی - حتی برای شتاب بهتر کوئل تازه تعویض شده (برند کروز اصل)
دور فرمون چرم دست دوز
رادیات - تسمه تایم تازه تعویض شده
زیرپایی سه بعدی
روکش صندلی چرم شیک یه دست مشکی
همه ی سرویس های ماشین بموقع انجام شده و با حساسیت نگهداری شده
دارای قفل کامپیوتر
شاسی های عقب و جلو پلمپ
عکس ها بخاطر بارون واضح نیست. ماشین کاملا تمیزه",135000.0,1.6,4 سیلندر TU5,11.6,6.4
https://bama.ir/car/detail-svdkvj3g-lamari-eama-1404,Lamari Eama,2025,تهران / اندرزگو,,"⚡تلاشمان بر این است در سریع ترین زمان خودرو را برای شما تحویل بگیریم ⚡
✅نمایندگی رسمی 2108لاماری
✅پورسعید خلیلی مطمن خرید کنید
✅خرید خودرو به قیمت کارخانه ثبت نام شما در سامانه لاماری✅
⚡ نمایندگی های پورسعیدخلیلی⚡
⚡نمایندگی کد 2108 لاماری
⚡با بزرگترین شعب فروش و خدمات پس از فروش به همراه بهترین امکانات برای شما مشتریان عزیز
⚡فروش ویژه تلفنی و غیرحضوری برای کلیه استان ها
✅سند۶دونگ به نام
✅اسنپ رایگان تا نمایندگی
",0.0,1.5,4 سیلندر توربوشارژ (4A95TD),9.5,
https://bama.ir/car/detail-udm6sd7l-hyundai-sonatahybrid-glsplus-2018,Hyundai Sonatahybrid Glsplus,2018,اصفهان / نظر غربی,,"✅موجود می باشد✅
بدون خط و خش 
فول کامل جفت ساب با اینفینیتی GLS+
بسیار تمیز کاملا مشابه صفر 
",75000.0,2.0,4 سیلندر GDi با موتورالکتریکی,9.3,4.7
https://bama.ir/car/detail-jnpwhruq-bmw-7series-730li-2017,Bmw 7Series 730Li,2017,تهران / سعادت‌آباد,,No description,60000.0,2.0,4 سیلندر توربوشارژ,6.3,6.2
https://bama.ir/car/detail-35dlbwgc-kia-sportage-4cylinderturbo-2024,Kia Sportage 4Cylinderturbo,2024,تهران / سعادت‌آباد,,"فول ترین حالت ممکن 
",0.0,,,,
https://bama.ir/car/detail-ir9wuyie-respect-prime-type2-1403,Respect Prime Type2,2024,تهران / آزادی,1705000000.0,"آرمان خودرو
مرکز خرید و فروش انواع خودروهای صفرکیلومتر
با بیش از 30 سال سابقه درخشان عضورسمی اتحادیه
معاوضه آسان خودروهای صفر و کارکرده
تحویل فوری و به روز امکان کارشناسی خودرو قبل از تسویه
بدون هیچ گونه هزینه اضافه اعم از حق العمل،کمیسیون،کارمزد و ...
برای مشاوره واستعلام قیمت واقعی انواع خودرو های صفرکیلومتر با کارشناسان ما در تماس باشید",0.0,1.5,4 سیلندر توربوشارژ (4T15C),10.5,7.5
https://bama.ir/car/detail-mixo0reo-bmw-5seriessedan-528i-2014,Bmw 5Seriessedan 528I,2014,تهران / سعادت‌آباد,,No description,85000.0,2.0,4 سیلندر توربوشارژ (N20B20),6.2,6.5
https://bama.ir/car/detail-talrlwx1-mercedesbenz-cclass-c200-2014,Mercedesbenz Cclass C200,2014,تهران / سعادت‌آباد,,"ماشین فوق العاده تمیز و خانگی 
Amg plus
فقط مموری صندلی و پرده و دیجیتال عقب رونداره",109000.0,1.8,4 سیلندر توربوشارژ,7.8,6.9
https://bama.ir/car/detail-bfkehpgn-toyota-chrhybrid-2018,Toyota Chrhybrid,2018,تهران / یوسف‌آباد,6400000000.0,خشک فول استایل سلکشن مدارک آماده انتقال,0.0,1.8,4 سیلندر با موتور الکتریکی,11.0,3.9
https://bama.ir/car/detail-gryf5zo2-toyota-prado4doors-6cylinderoffroad-2010,Toyota Prado4Doors 6Cylinderoffroad,2010,تهران / فرمانیه,,"بسیار تمیز و سالم 
فنی عالی 
فول انرود
کارکرد واقعی",200000.0,4.0,6 سیلندر,9.0,13.0
https://bama.ir/car/detail-bjisx0lz-nissan-teanair-xv-1391,Nissan Teanair Xv,2012,تبریز,2180000000.0,"باسلام 
بسیار کم‌کار نسبت به مدل خود
سقف پاناروما (شیشه ای)
گرم کن و سرد کن صندلی ها 
کیلس استارتر
مموری صندلی و صندلی ها برقی
مانیتور و سیستم صوتی و تصویری فول اندروید 
کیلس یدک و زیر پایی فابریک نو موجود
چهار حلقه لاستیک دانلوپ نو صد در صد
داخل سالن و فنی و موتور گیربکس و زیر وبند خودرو در حد و عین روز اول پیچ به پیچ فابریک و دست نخورده
گلگیر عقب سی سانت رنگ 
خاص مشکل پسندان
با احترام معاوضه نداریم پیامک باسخ داده نخواهدشدنق",103569.0,2.5,6 سیلندر,9.6,9.4
https://bama.ir/car/detail-zyeg9uls-mazda-3sedan-2.0ltype3-1389,,,تبریز,1150000000.0,خودرو کاپوت و گلگیر فقط رنگ. بدون آفتاب سوختگی. بسیار مرتب و تمیز. قابل معاوضه فقط با خودرو،یا نقدی، یا ٨٠٠ت نقد الباقی تا ١٠ماه طبق عرف بازار,220000.0,2.0,4 سیلندر,9.2,7.6
https://bama.ir/car/detail-n0x5ijct-kia-sorento-gtline-2017,Kia Sorento Gtline,2017,اصفهان / نظر غربی,,"سیار تمیز به همراه ساب و اینفینیتی و رفلکس فابریک بدون  خط خش
برای اطلاعات بیشتر تماس حاصل کنید
",94000.0,2.4,4 سیلندر GDI,11.1,8.8
https://bama.ir/car/detail-ptellq6g-hyundai-centennial-2013,Hyundai Centennial,2013,اصفهان / بزرگمهر,5000000000.0,فول- ۴نفره-vip,170000.0,4.6,8 سیلندر,6.4,10.7
https://bama.ir/car/detail-jdrgpiu1-bmw-x3-28-2017,Bmw X3 28,2017,اصفهان / بزرگمهر,6100000000.0, فنی سلامت سیستم صوتی بنگ اولافسن,130000.0,2.0,4 سیلندر توربوشارژ,6.5,7.3
https://bama.ir/car/detail-wuupy2ip-dena-plus-turboautomaticoptional-1402,Dena Plus Turboautomaticoptional,2023,تهران / یوسف‌آباد,950000000.0,ماشین بسیارعالی در حد نو کارکرد کم,14900.0,1.7,4 سیلندر توربوشارژ EF7,10.5,8.1
https://bama.ir/car/detail-zrywktcq-peugeot-2008-1397,Peugeot 2008,2018,تهران / نیاوران,1590000000.0,"با سلام
کاپوت تعویض کارخانه (بدون تصادف و شاسی سالم به شرط کارشناسی)
تمام سرویسها در نمایندگی انجام شده
ماشین دوم خانواده بوده
فورش فقط و فقط نقدی معاوضه ندارم عزیزان",61000.0,1.6,4 سیلندر توربوشارژ EP6,8.2,6.7
https://bama.ir/car/detail-a58jmovn-hyundai-santafeix45-3500cc-2015,Hyundai Santafeix45 3500Cc,2015,تهران / فرمانیه,2750000000.0,"سلام ماشین  بدون نقطه موتور به شرط کارشناسی بسیار سالم 
نبمه فول 
اپشن ها؛ 
سقف پانا 
اکو 
کولر دوال 
اینه برقی 
کیلس استارت
مانیتوربزرگ 
بدون توضیح ماشین کلا ۲ برگ سند",171000.0,,,,
https://bama.ir/car/detail-2i5d7rwn-fownix-tiggo7promax-1.6literturbo-1403,,,ری / شهرری,,نمایندگی افتخار کد 368 با کمال احترام و افتخار در خدمت شماست ✔شرایط به صورت نقد و اقساط با کمترین سود ✔استفاده از پوشش ویژه حمایتی تعمیرگاهی vip پس از خرید ✔گارانتی خودرو 5 سال با 2 سال سرویس رایگان✔تحویل در کوتاه ترین زمان ✔جهت حفظ سلامتی هموطنان عزیز،ثبت نام به صورت غیر حضوری نیز انجام میشود,0.0,,,,
https://bama.ir/car/detail-wnme6f8q-fownix-tiggo7pro-premium-1404,Fownix Tiggo7Pro Premium,2025,ری / شهرری,,نمایندگی افتخار کد 368 با کمال احترام و افتخار در خدمت شماست ✔شرایط به صورت نقد و اقساط با کمترین سود ✔استفاده از پوشش ویژه حمایتی تعمیرگاهی vip پس از خرید ✔گارانتی خودرو 5 سال با 2 سال سرویس رایگان✔تحویل در کوتاه ترین زمان ✔جهت حفظ سلامتی هموطنان عزیز،ثبت نام به صورت غیر حضوری نیز انجام میشود,0.0,1.5,4 سیلندر توربو شارژ,,8.4
https://bama.ir/car/detail-whs601bm-kmc-a5-1.5literturbo-1403,,,تهران / آزادی,,"آرمان خودرو
مرکز خرید و فروش انواع خودروهای صفرکیلومتر
با بیش از 30 سال سابقه درخشان عضورسمی اتحادیه
معاوضه آسان خودروهای صفر و کارکرده
تحویل فوری و به روز امکان کارشناسی خودرو قبل از تسویه
بدون هیچ گونه هزینه اضافه اعم از حق العمل،کمیسیون،کارمزد و ...
برای مشاوره واستعلام قیمت واقعی انواع خودرو های صفرکیلومتر با کارشناسان ما در تماس باشید",0.0,1.5,4 سیلندر توربوشارژ (DG15T),,7.8
https://bama.ir/car/detail-hwjndfyh-haima-s5-6at-1403,Haima S5 6At,2024,تهران / توحید,1570000000.0,"⚜️آداک خودرو مهر⚜️
✔️✔️کد نمایندگی ٥٩١٤٢٤
☑️نمایندگی فروش کلیه محصولات ایران خودرو ،سایپا ،پارس خودرو ،کرمان موتور ،مدیران …
☑️تحویل خودرو همان لحظه 
☑️سند آزاد 
☑️امکان تسویه بعد از کارشناسی خودرو
☑️دارای گارانتی و ٧٠٪ تخفیف
✅امکان نصب تمامی آپشن های خودرو با بهترین کیفیت و نازلترین قیمت
™️مراجعه حضوری:٨:٣٠ الی ١٩",0.0,1.5,4 سیلندر توربوشارژ,9.0,8.0
https://bama.ir/car/detail-b3iokxs7-fownix-arrizo6gt-excellent-1404,Fownix Arrizo6Gt Excellent,2025,ری / شهرری,,نمایندگی افتخار کد 368 با کمال احترام و افتخار در خدمت شماست ✔شرایط به صورت نقد و اقساط با کمترین سود ✔استفاده از پوشش ویژه حمایتی تعمیرگاهی vip پس از خرید ✔گارانتی خودرو 5 سال با 2 سال سرویس رایگان✔تحویل در کوتاه ترین زمان ✔جهت حفظ سلامتی هموطنان عزیز،ثبت نام به صورت غیر حضوری نیز انجام میشود,0.0,1.6,4 سیلندر توربوشارژ (4J16),7.6,6.6
